,document,summary,generated_summary
77,"Rimanews - Pemerintah Provinsi DKI Jakarta berharap demonstrasi 4 November mendatang berlangsung dengan damai. Tidak ada aksi anarkisme apalagi merusak fasilitas umum dan taman yang sempat terjadi pada unjuk rasa sebelumnya. "" Taman yang indah jangan dirusak, fasilitas umum juga dijaga. Demonstrasi silakan tapi jangan anarkis, merusak fasilitas umum, "" ujar pelaksana tugas (Plt) Gubernur DKI Jakarta, Sumarsono di Balai Kota, Rabu (2 / 11 / 2016). Soni sapaan karibnya juga menyebutkan bahwa pihaknya sudah menyiagakan dengan baik Satuan Polisi Pamong Praja (Satpol PP) DKI Jakarta untuk mengawal pelaksanaan demo yang menurut rencana akan dilaksanakan di depan kantornya. "" Besok jam 6 pagi wartawan belum bangun kita sudah apel siaga di Monas. Besok kita turunkan 3.000 sampai 6.000 pasukan, saya kira teman-teman Satpol PP sudah paham apa yang akan dilakukan, "" terangnya. Seperti diketahui, politik di Ibu Kota bergejolak karena dipicu pernyataan Gubernur DKI Jakarta (non aktif) Basuki Tjahaja Purnama alias Ahok soal surat Al Maidah di Kepulauan Seribu beberapa waktu lalu. Sejumlah ormas Islam menilai Basuki telah melecehkan agama. Hal itu membuat suhu politik di DKI Jakarta menjelang masa pemilihan kepala daerah semakin memanas. Aksi unjuk rasa 4 November nanti akan menuntut supaya polisi menangkap Ahok.",Plt Gubernur DKI Soni Sumarsono berharap demonstrasi 4 November berlangsung dengan damai. Tidak ada aksi anarkisme apalagi merusak fasilitas umum dan taman yang sempat terjadi pada unjuk rasa sebelumnya. Sumarsono menyebutkan bahwa pihaknya sudah menyiagakan dengan baik Satuan Polisi Pamong Praja (Satpol PP) DKI Jakarta untuk mengawal pelaksanaan demo yang menurut rencana akan dilaksanakan di depan kantornya.," pemerintah provinsi dki jakarta berharap demonstrasi 4 november mendatang berlangsung dengan damai. tidak ada aksi anarkisme apalagi merusak fasilitas umum dan taman yang sempat terjadi pada unjuk rasa sebelumnya. soni sapaan karibnya juga menyebutkan bahwa pihaknya sudah menyiagakan dengan baik satuan polisi pamong praja (satpol pp) dki jakarta untuk mengawal pelaksanaan demo yang menurut rencana akan dilaksanakan di depan kantornya. "" besok jam 6 pagi wartawan belum bangun"
78,"Jakarta, CNN Indonesia - - Memperkeras ancamannya terhadap Uni Eropa, Presiden Recep Tayyip Erdogan menyatakan Turki tidak bisa terus-menerus mengikuti kemauan blok tersebut dan bersumpah akan memberlakukan kembali hukuman mati jika disepakati parlemen. Dalam upacara pembukaan acara penghormatan bagi sekitar 250 orang yang tewas dalam upaya kudeta gagal tahun lalu, Minggu waktu setempat (16 / 7), Erdogan menuding Brussels "" bermain-main "" dengan upaya Turki untuk bergabung dengan Uni Eropa yang sudah berlangsung selama beberapa dekade. Pidato di Minggu pagi itu menutup rangkaian maraton penampilan publik Erdogan semalam suntuk di ibu kota dan Istanbul untuk memeringati penggagalan kudeta militer mematikan tersebut. "" Sikap Uni Eropa jelas terlihat...54 tahun telah berlalu dan mereka masih bermain-main dengan kita, "" ujarnya. Ia juga menggarisbawahi kegagalan Brussels dalam menepati segala janji terkait kesepakatan visa untuk membantu migran dari Suriah. "" Kita akan menyelesaikan permasalahan - permasalahan dengan cara sendiri. Tidak ada pilihan lain . "" Hubungan Turki dengan negara-negara Barat merenggang ketika sejumlah pemerintah Eropa khawatir akan serangkaian penangkapan dan tindak tegas yang menyusul upaya kudeta tersebut. Sekitar 150 ribu orang telah dipecat atau dihentikan sementara dari pekerjaannya dan lebih dari 50 ribu orang ditangkap karena diduga terkait ulama Fethulah Gulen, orang yang dituding Ankara sebagai dalang penggulingan pemerintahan. Erdogan juga mengatakan dirinya "" tanpa ragu "" akan menyetujui penerapan hukuman mati jika parlemen memutuskan untuk memberlakukannya kembali. Langkah itu secara efektif akan mematikan upaya Turki bergabung dengan Uni Eropa yang melarang hukum tersebut. Erdogan, politisi paling populer sekaligus paling kontroversial di sejarah Turki baru-baru ini, melihat dirinya sendiri sebagai pembebas jutaan orang yang kehilangan hak dan kesejahteraan karena para elite sekuler. Kudeta tahun lalu kemungkinan besar mengakhiri turut campur militer dalam dunia politik Turki. Namun, upaya pembersihan yang dilakukan pemerintah setelahnya mempertajam perpecahan antara pendukung Erdogan dan warga Turki yang lebih condong ke Barat dan mengharapkan hubungan lebih dekat dengan Eropa. (aal)","Memperkeras ancamannya terhadap Uni Eropa, Presiden Recep Tayyip Erdogan menyatakan Turki tidak bisa terus-menerus mengikuti kemauan blok tersebut dan bersumpah akan memberlakukan kembali hukuman mati jika disepakati parlemen. Dalam upacara pembukaan acara penghormatan bagi sekitar 250 orang yang tewas dalam upaya kudeta gagal tahun lalu, Erdogan menuding Brussels "" bermain-main "" dengan upaya Turki untuk bergabung dengan Uni Eropa."," memperkeras ancamannya terhadap uni eropa, presiden recep tayyip erdogan menyatakan turki tidak bisa terus-menerus mengikuti kemauan blok tersebut dan bersumpah akan memberlakukan kembali hukuman mati jika disepakati parlemen. dalam upacara pembukaan acara penghormatan bagi sekitar 250 orang yang tewas dalam upaya kudeta gagal tahun lalu, minggu waktu setempat (16 / 7), erdogan menuding brussels "" bermain-main "" dengan upaya turki untuk"
79,"Polisi Pajak Italia mendatangi kantor perusahaan mode mewah, Gucci, terkait pemeriksaan fiskal yang diduga melakukan penghindaran pajak pada Sabtu (2 / 11). "" Gucci menegaskan bahwa pihak kami memberikan kerja sama penuh dengan otoritas masing-masing dan yakin akan kebenaran dan transparansi operasi, "" kata Gucci dalam sebuah pernyataan e - mail seperti dilansir Reuters, Minggu (3 / 12). Salah seorang sumber yang memiliki informasi langsung mengenai masalah tersebut mengatakan bahwa pemeriksaan dilakukan di kantor Gucci yang berada di Milan maupun kantor pusat di Florence. Sumber tersebut juga mengatakan bahwa pengadilan di Milan menduga Gucci, yang merupakan bagian dari kelompok perusahaan mode mewah Kering (PRTP.PA), kemungkinan membayar pajak keuntungan penjualan di Italia ke negara lain dengan rezim pajak yang lebih longgar. Namun sumber tersebut tidak memberikan rincian lebih lanjut. Meski demikian, pihak Kering enggan memberikan komentar terkait hal tersebut. Gucci merupakan penyumbang pendapatan terbesar di perusahaan Kering dalam beberapa tahun terkahir. Pada kuartal ketiga tahun 2017 Gucci melaporkan kenaikan penjualan sebesar 49,4%.","Polisi Pajak Italia mendatangi kantor perusahaan mode mewah, Gucci, terkait pemeriksaan fiskal yang diduga melakukan penghindaran pajak pada Sabtu (2 / 12). Pengadilan di Milan menduga Gucci, yang merupakan bagian dari kelompok perusahaan mode mewah Kering, kemungkinan membayar pajak keuntungan penjualan di Italia ke negara lain dengan rezim pajak yang lebih longgar. Meski demikian, pihak Kering enggan memberikan komentar terkait hal tersebut."," pengadilan pajak italia mendatangi kantor perusahaan mode mewah, gucci, terkait pemeriksaan fiskal yang diduga melakukan penghindaran pajak pada sabtu (2 / 11). salah seorang sumber yang memiliki informasi langsung mengenai masalah tersebut mengatakan bahwa pemeriksaan dilakukan di kantor gucci yang berada di milan maupun kantor pusat di florence. sumber tersebut juga mengatakan bahwa pengadilan di milan menduga gucci. pihak kering enggan memberikan komentar terkait hal tersebut."
80,"Jakarta (ANTARA News) - Selain di Pondok Kelapa, Dinas Perumahan Rakyat dan Kawasan Permukiman (PRKP) DKI Jakarta tahun ini berencana membangun hunian DP (Down Payment / uang muka) nol rupiah di Kawasan Pusat Industri Kecil (PIK), Penggilingan, Cakung, Jakarta Timur, kata Kepala Dinas PRKP DKI Agustino Dharmawan di Jakarta, Minggu. Agustino memastikan konsep hunian DP nol rupiah di PIK tidak akan sama dengan yang saat ini tengah dibangun di Pondok Kelapa. "" Hunian DP nol rupiah yang dibangun di Kawasan PIK Penggilingan itu akan memiliki delapan tower. Masing - masing tower terdiri dari lima lantai. Totalnya nanti ada sebanyak 400 unit, "" ujar Agustino. Dia menuturkan pembangunan hunian DP nol rupiah di kawasan PIK itu juga akan dijadikan sebagai bahan evaluasi dalam menyediakan hunian bagi masyarakat berpenghasilan rendah (MBR) di lokasi lain pada 2019. "" Pembangunan hunian DP nol rupiah di kawasan PIK Penggilingan itu kemungkinan bisa cepat selesai, kira-kira butuh waktu kurang dari satu tahun, "" tutur Agustino. Kamis 18 Januari ini Pemprov DKI Jakarta resmi memulai pembangunan hunian untuk Program DP Nol Rupiah yang bernama Kelapa Village di Jalan H Naman, Kelurahan Pondok Gede, Duren Sawit, Jakarta Timur. Hunian ini dibangun di atas lahan milik salah satu BUMD DKI Jakarta, yakni PD Pembangunan Sarana Jaya. Hunian itu berbentuk rumah susun dengan 20 lantai dan total 703 unit hunian yang terdiri dari 513 unit tipe 36 dan 190 unit tipe 21.","Selain di Pondok Kelapa, Dinas Perumahan Rakyat dan Kawasan Permukiman DKI Jakarta tahun ini berencana membangun hunian DP nol rupiah di Kawasan Pusat Industri Kecil, Penggilingan, Cakung, Jakarta Timur. Hunian DP nol rupiah yang dibangun di Kawasan PIK Penggilingan itu akan memiliki delapan tower. Masing - masing tower terdiri dari lima lantai. Totalnya nanti ada 400 unit."," selain di pondok kelapa, dinas perumahan rakyat dan kawasan permukiman (prkp) dki jakarta tahun ini berencana membangun hunian dp (down payment / uang muka) nol rupiah di kawasan pusat industri kecil (pik), penggilingan, cakung, jakarta timur. hunian dp nol rupiah yang dibangun di kawasan pik penggilingan itu akan memiliki delapan tower. masing - masing tower terdiri dari lima lantai. totalnya nanti ada sebanyak 400"
81,"Pengembang aplikasi finansial untuk program loyalitas OVO   dikabarkan telah merekrut CTO (Chief Technology Officier) baru. Menurut sumber terpercaya, pakar teknologi informasi dan komunikasi Jim Geovedi yang ditunjuk untuk mengisi posisi tersebut. Pihak OVO juga telah mengonfirmasi seputar penunjukan ini. Nama Jim Geovedi sendiri akhir-akhir ini banyak dilibatkan ke dalam struktur perusahaan digital atau startup   di Indonesia. Terakhir ada Kata.ai (YesBoss), KoinWorks, dan Beritagar yang menjadikannya sebagai advisor atau penasihat teknologi dalam bisnisnya. Jim sendiri dikenal sebagai seorang ahli dalam keamanan sistem jaringan. Baru - baru ini ia juga berkonsentrasi pada pengembangan dan penelitian teknologi cerdas berbasis NLP dan Machine Learning. OVO merupakan salah satu unit bisnis di bawah naungan LippoX, yakni perusahaan digital payment milik grup Lippo. Sebagai platform cross - coalition loyalty program, OVO ingin memberikan mengakomodasi loyalitas pengguna dengan cara baru. Pengguna tidak dibatasi hanya dapat mengumpulkan dan menukarkan di satu merchant rekanan saja. Konsumen dapat mengumpulkan dan menukarkan di semua merchant rekanan OVO. — Pembaruan pada pukul 16.50: Konfirmasi pihak OVO atas perekrutan tersebut. DailySocial.id adalah portal berita startup dan inovasi teknologi. Kamu bisa menjadi member komunitas startup dan inovasi DailySocial.id, mengunduh laporan riset dan statistik seputar teknologi secara cuma-cuma, dan mengikuti berita startup Indonesia dan gadget terbaru.","Pengembang aplikasi finansial untuk program loyalitas OVO dikabarkan telah merekrut CTO (Chief Technology Officier) baru. Menurut sumber terpercaya, pakar teknologi informasi dan komunikasi Jim Geovedi yang ditunjuk untuk mengisi posisi tersebut. Nama Jim Geovedi sendiri akhir-akhir ini banyak dilibatkan ke dalam struktur perusahaan digital atau startup di Indonesia. Jim sendiri dikenal sebagai seorang ahli dalam keamanan sistem jaringan.", pengembang aplikasi finansial untuk program loyalitas ovo dikabarkan telah merekrut cto (chief technology officier) baru. pakar teknologi informasi dan komunikasi jim geovedi yang ditunjuk untuk mengisi posisi tersebut. pihak ovo juga telah mengonfirmasi seputar penunjukan ini. jim sendiri dikenal sebagai seorang ahli dalam keamanan sistem jaringan. baru - baru ini ia juga berkonsentrasi pada pengembangan dan penelitian teknologi cerdas berbasis nlp dan machine learning
82,"Jakarta, CNN Indonesia - - Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) bakal membentuk peraturan dan tim pengawas khusus untuk memantau pergerakan pengembang ‘ nakal’ yang terbukti menipu konsumen. Tim itu masih dalam proses pembentukan untuk segera dijalankan. Menteri PUPR Basuki Hadimuljono mengatakan, pembentukan tim akan menggandeng Pemerintah Daerah (Pemda). Menurutnya, hal ini menegaskan bahwa pemerintah memang serius untuk melakukan penindakan terhadap pengembang nakal tersebut. Basuki mengatakan tim tersebut akan terbentuk dalam waktu dekat, terlebih pemerintah sebagai pemberi subsidi perumahan dalam bentuk Fasilitas Likuiditas Pembiayaan Perumahan (FLPP) memiliki hak untuk memantau ke mana saja dana yang telah diberikan. “ Tahun ini akan saya bentuk timnya. Nanti tim pengawas ini saya yang akan terjun langsung untuk mengawasi. Karena saya punya hak. Kami yang kasih FLPP, ” kata Basuki, Kamis (10 / 9). Menurutnya, tim ini tidak hanya akan melakukan pengawasan dari sisi proses jual beli antara konsumen dan pengembang. Namun, juga dari sisi mekanisme pengawasan pembangunan rumah, mulai dari tahap konstruksi, informasi tanah dan seluruh surat menyurat terkait rumah subsidi. Menurutnya pengawasan secara fisik tidak hanya sebatas dilakukan oleh perbankan. Sebagai perancang program subsidi perumahan, menurutnya pemerintah memiliki kewenangan untuk mengawasi kelancaran program FLPP. "" Karena kami pemerintah mengeluarkan FLPP berarti punya hak untuk mengawasi. Nah ini sekarang kami lagi susun regulasinya untuk pengawasan fisik. Kalau yang financing kan bank selama ini pengawasan fisik di bank. Ini tidak bisa. Saya punya hak mengawasi jadi sekarang kita sedang rumuskan, "" katanya. Pemerintah menargetkan pembangunan rumah murah sebesar 278 ribu unit di tahun ini. Adapun, sebanyak 40 ribu unit bisa dibeli masyarakat dengan skema Fasilitas Likuiditas Pembiayaan Perumahan (FLPP), sementara 239 ribu sisanya bisa didapatkan dengan skema Subsidi Selisih Bunga (SSB). Hingga Juli 2017, realisasi FLPP baru tercatat 6.491 unit dan SSB baru 34.595 unit. Dengan demikian, pembangunan rumah murah baru sebesar 41.086 unit, maka realisasi rumah murah baru tercatat 14,77 persen dari target.","Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) bakal membentuk peraturan dan tim pengawas khusus untuk memantau pergerakan pengembang ‘ nakal’ yang terbukti menipu konsumen. Tim itu masih dalam proses pembentukan untuk segera dijalankan. Menteri PUPR Basuki Hadimuljono mengatakan, pembentukan tim akan menggandeng Pemerintah Daerah (Pemda). Menurutnya, hal ini menegaskan bahwa pemerintah memang serius untuk melakukan penindakan terhadap pengembang nakal tersebut."," kementerian pupr bakal membentuk peraturan dan tim pengawas khusus untuk memantau pergerakan pengembang â<0x80><0x98> nakalâ<0x80><0x99> yang terbukti menipu konsumen. tim itu masih dalam proses pembentukan untuk segera dijalankan. menteri pupr basuki hadimuljono mengatakan, pembentukan tim akan menggandeng pemerintah daerah (pemda). menurutnya, hal ini menegaskan bahwa pemerintah memang serius untuk melakukan penindakan terhadap pengembang nakal tersebut. tim tersebut akan terbentuk dalam waktu"
83,"Merdeka.com - Pemandangan tak lazim terlihat di salah satu layar videotron yang berisi materi iklan di dekat kantor Wali Kota   Jakarta Selatan. Gambar film porno diputar hingga membuat geger warga yang melintas. Menanggapi itu, Humas Wali Kota Jakarta Selatan Ika Mauli mengatakan, begitu ramai dan menyadari, warga sekitar akhirnya berinisiatif untuk mematikan tayangan porno tersebut. "" Tadi ada polisi juga warga inisiatif mematikan secara manual, "" kata Ika kepada merdeka.com, Jumat (30 / 9). Ika mengatakan tayangan dalam LED tersebut bukan tanggung jawab pihak Pemkot Wali Kota Jakarta Selatan. Menurut Ika, mengenai konten isi merupakan tanggung jawab pihak swasta selaku pemilik LED. Dari nama yang tertera di tiang, pihak swasta yang dimaksud adalah PT Transito Adimas J "" Silakan hubungi pihak Dinas Pajak untuk lebih detail. Wali Kota Selatan tidak punya videotron atau LED, "" katanya. [eko]",Salah satu videotron yang biasanya berisi materi iklan membuat geger warga yang melintas. Pemandangan yang tidak lazim terlihat di videotron dekat kantor Wali Kota Jakarta Selatan. Warga sekitar akhirnya berinisiatif untuk mematikan tayangan porno yang dipertontonkan di videotron tersebut. Humas Wali Kota Jakarta Selatan Ika Mauli mengatakan konten dalam tayangan LED tersebut merupakan tanggung jawab pihak swasta.," pemandangan tak lazim terlihat di salah satu layar videotron yang berisi materi iklan di dekat kantor wali kota jaksel. gambar film porno diputar hingga membuat geger warga yang melintas. menanggapi itu, humas wali kota jakarta selatan ika mauli mengatakan, begitu ramai dan menyadari, warga sekitar akhirnya berinisiatif untuk mematikan tayangan porno tersebut. ika mengatakan tayangan dalam led tersebut bukan tanggung jawab pihak pemkot. mengenai konten isi merupakan tanggung"
84,"Suara.com - Tim Taekwondo Indonesia menargetkan meraih sedikit-dikitnya dua medali emas di SEA Games XXIX/2017 Malaysia, sama dengan perolehan pada turnamen serupa tahun 2015 di Singapura. Target ini dibebankan di pundak 12 taekwondoin Indonesia yang sudah disahkan Satuan Pelaksana Program Indonesia Emas (Satlak Prima). "" Mereka terdiri dari atlet putra dan putri, enam untuk nomor' kyorugi' (tarung) dan enam' poomsae' (peragaan jurus), "" ujar Kepala Pelatih Pelatnas Taekwondo Indonesia, Rahmi Kurnia, saat ditemui usai tes fisik para atlet di Stadion Atletik UNJ, Rawamangun, Jakarta, Jumat (11 / 11 / 2016). Rahmi melanjutkan, pihaknya saat ini telah meminta penambahan jumlah atlet, khususnya di nomor kyorugi yang rentan cedera akibat kontak fisik. "" Dari pihak Satlak setuju ada penambahan dua orang lagi di awal tahun 2017. Namun, belum ada atlet yang benar-benar aman posisinya, "" tuturnya. Beberapa atlet yang disebut memiliki peluang masuk tim nasional adalah mereka yang meraih emas di PON 2016 Jawa Barat. Nantinya, nama-nama yang berpotensi diuji pada Februari 2017 dan bisa bergabung jika lolos. Taekwondo sendiri telah melaksanakan pemusatan latihan (TC) sejak 1 Oktober 2016, di Cibubur, Jakarta. Di sela TC, sebagai bagian dari persiapan dan penilaian kemampuan atlet, tim taekwondo Indonesia akan turut serta di kejuaraan tingkat Asia dan Kejuaraan Dunia Taekwondo di Muju, Korea Selatan, 2017. Terkait peluang di SEA Games Malaysia, Rahmi menyatakan tim akan menyusun strategi dengan melihat di kelas mana saja taekwondoin Indonesia berpotensi besar meraih emas. Mereka mempertimbangkan pula siapa saja atlet dari negeri pesaing yang akan tampil. Pada SEA Games 2015 di Singapura, cabang olahraga taekwondo menyumbang dua emas. Medali itu didapat dari kelas -54 kg putra atas nama Reinaldy Atmanegara dan kelas -53 kg putri oleh Mariska Halinda. Selain itu, taekwondo juga menyumbang satu perak melalui Maulana Haidir di nomor individu Poomsae putra. Kemudian ada pula tiga perunggu dari tim Poomsae putra, individu Poomsae putri oleh Mutiara Habiba dan kelas -57 kilogram putri atas nama Annisa Cinthya Medina. Tes fisik yang dilaksanakan Satlak Prima di Stadion Atletik UNJ, Rawamangun, sendiri sudah berlangsung sejak, Senin (7 / 11 / 2016) lalu, dan berakhir pada hari ini. Di hari terakhir, Satlak melakukan uji fisik kepada atlet cabang olahraga tinju, taekwondo, karate, balap sepeda dan ski air. Selain tes fisik, Satlak Prima juga menyelenggarakan tes kesehatan di Kementerian Pemuda dan Olahraga. Khusus untuk taekwondo, Rahmi mengatakan kondisi para atlet secara umum cukup baik meski masih ada atlet yang masih memiliki sisa-sisa cedera pascaPON Jawa Barat beberapa waktu lalu. "" Itu tidak masalah. Nanti dipulihkan dengan fisioterapi, "" ungkap Rahmi. (Antara)","Tim Taekwondo Indonesia menargetkan akan membawa sedikitnya dua medali emas di ajang SEA Games XXIX/2017 Malaysia. Target ini dibebankan di pundak 12 atlet taekwondo Indonesia yang sudah disahkan Satuan Pelaksana Program Indonesia Emas (Satlak Prima). Ke 12 atlet tersebut terdiri dari putra dan putri, enam untuk nomor' kyorugi' (tarung) dan enam' poomsae' (peragaan jurus)."," tim taekwondo indonesia menargetkan meraih sedikit-dikitnya dua medali emas di sea games xxix/2017 malaysia, sama dengan perolehan pada turnamen serupa tahun 2015 di singapura. target ini dibebankan di pundak 12 taekwondoin indonesia yang sudah disahkan satuan pelaksana program indonesia emas (satlak prima). "" mereka terdiri dari atlet putra dan putri, enam untuk nomor' kyorugi' (tarung) dan"
85,"Jakarta, CNN Indonesia - - Wonder Woman 2 telah mengubah tanggal perilisannya ke 1 November 2019, satu setengah bulan lebih cepat dari jadwal rilis awalnya, yakni 13 Desember 2019. Dengan tanggal perilisan baru, film ini tidak memiliki kompetitor selain Bond 25, yang akan tayang perdana pada pekan setelahnya. Sutradara Wonder Woman Patty Jenkins kembali mengarahkan sekuel ini dan Gal Gadot masih tetap menjadi pemeran utama. Awalnya, Warner Bros. menjadwalkan rilis Wonder Woman 2 pada Desember. Namun saat Lucasfilm mengubah tanggal perilisan Star Wars: Episode IX dari Mei 2019 menjadi musim liburan, Warner Bros. dan DC Films pun lantas mengubah tanggal mereka untuk menghindari kompetisi. Meski Wonder Woman menuai kritik positif dan sekuelnya diperkirakan akan sesukses film pertamanya, menyandingkan Wonder Woman 2 dengan sekuel film beken Star Wars bukan menjadi keputusan bisnis yang baik. Melansir AceShowbiz, Star Wars: The Force Awakens meraup US$936 juta atau sekira RP12,7 triliun secara domestik dan Star Wars: The Last Jedi diprediksi akan mendapatkan pendapatan kotor lebih dari US$200 juta atau Rp 2,7 triliun dalam akhir pekan pembukaannya. Selain itu, muncul pula rumor yang menyebut bahwa film buatan Fox dan Marvel direncanakan untuk dirilis pada 22 November 2019, yang tentunya akan membuat Wonder Woman 2 memiliki kompetisi sengit. Film kesembilan Star Wars itu mungkin menjadi sebuah faktor besar untuk perubahan Wonder Woman 2, namun kesuksesan Marvel dalam perilisan tiap November bisa menjadi bahan pertimbangan studio raksasa tersebut. Thor: Ragnarok meraup US$121 juta atau Rp 1,6 triliun secara domestik dalam tiga hari pertamanya, sementara Doctor Strange menghasilkan US$232,6 juta atau Rp 3,1 triliun secara domestik tahun lalu. Bisa disimpulkan bahwa akhir pekan pertama November dianggap terbukti menguntungkan bagi film - film pahlawan super. Karenanya, Wonder Woman 2 juga harus sukses meraih untung. (res / res)","Film wonder Woman 2 telah mengubah tanggal perilisannya ke 1 November 2019, satu setengah bulan lebih cepat dari jadwal rilis awalnya, yakni 13 Desember 2019. Dengan tanggal perilisan baru, film ini tidak memiliki kompetitor selain Bond 25. Sutradara Wonder Woman, Patty Jenkins, kembali mengarahkan sekuel ini dan Gal Gadot masih tetap menjadi pemeran utama."," wonder woman 2 telah mengubah tanggal perilisannya ke 1 november 2019, satu setengah bulan lebih cepat dari jadwal rilis awalnya, yakni 13 desember 2019. dengan tanggal perilisan baru, film ini tidak memiliki kompetitor selain bond 25, yang akan tayang perdana pada pekan setelahnya. sutradara wonder woman patty jenkins kembali mengarahkan sekuel ini dan gal gadot masih tetap menjadi pemeran utama. awalnya, warner bros. menj"
86,"Jakarta, CNN Indonesia - - Direktur   Pidana Siber Bareskrim Mabes Polri, Fadil Imran mendukung Wakil Sekjen PDI Perjuangan Eriko Sotarduga mengenai syarat pembuatan akun media sosial harus berdasarkan identitas pada E - KTP yang sah. Sebelumnya, Eriko mengusulkan agar pembuatan akun media sosial harus berdasarkan identitas E - KTP yang sah. Pengisian Nomor E - KTP juga dijadikan syarat agar pemilik akun mudah dilacak. "" Jadi tadi sepakat dengan Bang Eriko, "" ucap Fadil dalam acara diskusi bertajuk' Melawan Hoax' yang dihelat di kantor PDIP, Jakarta, Jumat (9 / 2). "" Kalau ini bisa dimulai kader PDIP dalam kontestasi (pilkada), sungguh luar biasa, "" lanjutnya. Fadil mengatakan bahwa internet memiliki kelemahan. Internet, ucap Fadil, dapat menjadi media bagi seseorang yang ingin berbuat kejahatan tanpa harus bersinggungan dengan orang lain secara langsung. Menyebarkan Berita palsu atau hoax, termasuk tindakan kejahatan jika sudah merugikan suatu pihak. Internet juga dinilai mendukung seseorang untuk menjadi orang lain. Akibatnya, seseorang makin berani melakukan tindakan kejahatan. "" Tidak ada yang namanya ruang fisik. Fleksibilitas dan anonimitas. Orang bisa mengaku siapa saja di internet, "" katanya. Fadli menjelaskan, sebagian besar berita palsu atau hoax diunggah ke media sosial oleh akun anonim. Hal itu merupakan akibat dari mudahnya membuat akun media sosial. Fadil mengatakan, seperti yang dijelaskan Eriko, pembuatan Akun medsos mesti berdasarkan identitas E - KTP dapat mengurangi berita palsu atau hoax. Alasannya, karena seseorang akan berpikir panjang untuk mengunggah konten hoax. "" Apa yang dikatakan Mas Eriko, ke depan undang-undang tentang penggunaan akun media sosial ini perlu ada regulasinya. walau sekarang ada regulasi tentang nomor handphone, "" kata Fadil. (rah / rah)","Direktur Pidana Siber Bareskrim Mabes Polri, Fadil Imran mendukung Wakil Sekjen PDI Perjuangan Eriko Sotarduga mengenai syarat pembuatan akun media sosial harus berdasarkan identitas pada E - KTP yang sah. Sebelumnya, Eriko mengusulkan agar pembuatan akun media sosial harus berdasarkan identitas E - KTP yang sah. Pengisian Nomor E - KTP juga dijadikan syarat agar pemilik akun mudah dilacak."," direktur pidana siber bareskrim mabes polri, fadil imran mendukung wakil sekjen pdi perjuangan eriko sotarduga mengenai syarat pembuatan akun media sosial harus berdasarkan identitas pada e - ktp yang sah. sebelumnya, eriko mengusulkan agar pembuatan akun medsos berdasarkan identitas e - e yang sah, pengisian nomor e - kk juga dijadikan syarat agar pemilik akun mudah dilacak. fadil mengatakan bahwa internet memiliki kelemahan. internet, dapat"
87,"Kabar duka kembali menghampiri sepakbola Indonesia. Salah satu suporter Persita Tangerang, Banu meninggal dunia akibat dikeroyok saat menyaksikan timnya melawan PSMS Medan di Stadion Mini Cibinong, Rabu (11 / 10). Terjadi kericuhan antarsupoter saat duel yang berkesudahan buat kemenangan PSMS dengan skor 1 - 0. Kedua kelompok pendukung baku hantam sesaat setelah wasit meniupkan peluit tanda berakhirnya pertandingan. Kerusuhan tersebut terjadi karena suporter Persita melempari fans PSMS di tribun timur dengan batu. Merasa terdesak suporter Ayam Kinantan tersebut mengejar para pendukung Persita. Akibatnya, sejumlah korban berjatuhan sehingga harus dibawa ke rumah sakit karena kerusuhan ini. Di mana Banu termasuk korban yang dilarikan. "" Innaillahi wa innaillahi rojiun telah wafat salah satu suporter Persita - Banu (Lbv Tangsel)   semoga amal ibadahnya diterima di sisi Tuhan dan keluarga yang ditinggalkan diberi kesabaran, "" tulis Persita dalam Instagram resminya. "" Kami berharap tidak ada lagi korban dan insiden kemarin segera diusut tuntas!! Karena sepakbola adalah hiburan untuk masyarakat dan supporter adalah bagian dari sebuah klub . "" "" Kami imbau untuk tetap tenang dan jangan sampai terprovokasi oleh pihak yang tidak bertanggung jawab . Kita harus tetap kompak dan mendoakan yang terbaik untuk para korban atas insiden kemarin . ""","Kabar duka kembali menghampiri sepakbola Indonesia. Salah satu suporter Persita Tangerang, Banu meninggal dunia akibat dikeroyok saat menyaksikan timnya melawan PSMS Medan di Stadion Mini Cibinong, Rabu (11 / 10). Kerusuhan tersebut terjadi karena suporter Persita melempari fans PSMS di tribun timur dengan batu. Merasa terdesak suporter Ayam Kinantan tersebut mengejar para pendukung Persita."," kabar duka kembali menghampiri sepakbola indonesia. salah satu suporter persita tangerang, banu meninggal dunia akibat dikeroyok saat menyaksikan timnya melawan psms medan di stadion mini cibinong, rabu (11 / 10). terjadi kericuhan antarsupoter saat duel yang berkesudahan buat kemenangan psms dengan skor 1 - 0. kedua kelompok pendukung baku hantam sesaat setelah wasit meniupkan peluit tanda berakhirnya pertandingan. kerusuhan"
